# ****************************************************************************
# CUI
#
# The Advanced Framework for Simulation, Integration, and Modeling (AFSIM)
#
# The use, dissemination or disclosure of data in this file is subject to
# limitation or restriction. See accompanying README and LICENSE for details.
# ****************************************************************************
#Ground target launch data for RED_MRBM_1
#Generated on Thu Jan 14 13:24:41 2010
#loft_angle burn_time ground_range time_of_flight
88.3500 100.1600 461954.64 414.0575
88.3500 100.1800 462506.08 414.2403
88.3500 100.2000 463066.52 414.4233
88.3500 100.2200 463627.62 414.6064
88.3500 100.2400 464181.01 414.7896
88.3500 100.2600 464743.41 414.9729
88.3500 100.2800 465306.47 415.1564
88.3500 100.3000 465861.84 415.3400
88.3500 100.3200 466426.23 415.5237
88.3500 100.3400 466991.28 415.7075
88.3500 100.3600 467548.62 415.8915
88.3500 100.3800 468115.00 416.0756
88.3500 100.4000 468682.04 416.2598
88.3500 100.4200 469241.38 416.4441
88.3500 100.4400 469809.75 416.6286
88.3500 100.4600 470378.80 416.8132
88.3500 100.4800 470940.13 416.9979
88.3500 100.5000 471510.52 417.1828
88.3500 100.5200 472081.58 417.3678
88.3500 100.5400 472653.31 417.5529
88.3500 100.5600 473217.32 417.7381
88.3500 100.5800 473790.40 417.9235
88.3500 100.6000 474364.16 418.1090
88.3500 100.6200 474930.19 418.2946
88.3500 100.6400 475505.30 418.4804
88.3500 100.6600 476081.09 418.6662
88.3500 100.6800 476657.56 418.8523
88.3500 100.7000 477226.29 419.0384
88.3500 100.7200 477804.12 419.2247
88.3500 100.7400 478382.63 419.4111
88.3500 100.7600 478953.41 419.5976
88.3500 100.7800 479533.29 419.7843
88.3500 100.8000 480113.85 419.9711
88.3500 100.8200 480695.10 420.1580
88.3500 100.8400 481268.62 420.3450
88.3500 100.8600 481851.24 420.5322
88.3500 100.8800 482434.56 420.7195
88.3500 100.9000 483018.57 420.9070
88.3500 100.9200 483594.83 421.0946
88.3500 100.9400 484180.22 421.2823
88.3500 100.9600 484766.31 421.4701
88.3500 100.9800 485353.08 421.6581
88.3500 101.0000 485932.12 421.8462
88.3500 101.0200 486520.28 422.0344
88.3500 101.0400 487109.16 422.2228
88.3500 101.0600 487698.73 422.4113
88.3500 101.0800 488280.54 422.5999
88.3500 101.1000 488871.51 422.7887
88.3500 101.1200 489463.18 422.9776
88.3500 101.1400 490055.57 423.1667
88.3500 101.1600 490648.65 423.3558
88.3500 101.1800 491233.97 423.5451
88.3500 101.2000 491828.48 423.7346
88.3500 101.2200 492423.68 423.9242
88.3500 101.2400 493019.61 424.1139
88.3500 101.2600 493616.23 424.3037
88.3500 101.2800 494205.10 424.4937
88.3500 101.3000 494803.16 424.6838
88.3500 101.3200 495401.93 424.8741
88.3500 101.3400 496001.41 425.0645
88.3500 101.3600 496601.62 425.2550
88.3500 101.3800 497194.05 425.4457
88.3500 101.4000 497795.68 425.6365
88.3500 101.4200 498398.05 425.8274
88.3500 101.4400 499001.13 426.0185
88.3500 101.4600 499604.93 426.2097
88.3500 101.4800 500209.45 426.4011
88.3500 101.5000 500806.20 426.5926
88.3500 101.5200 501412.18 426.7842
88.3500 101.5400 502018.88 426.9760
88.3500 101.5600 502626.30 427.1679
88.3500 101.5800 503234.46 427.3599
